Room_Id,Room_Name,Booking_Id,Capacity,Room_type,Building_Number,Building_Name,Floor_Number,Utilities,Media
dR-6W,Yuan Renminbi,kr5-86Wc,1,Cubicle,o0H-241u,Apiaceae,0,Duster,http://dummyimage.com/105x100.png/cc0000/ffffff
oZ-7S,Sol,dq7-3818,10,Conference Hall,q6C-73N4,Ramalinaceae,4,Projector,http://dummyimage.com/208x100.png/5fa2dd/ffffff
g6-62,Ruble,lcp-12Yv,6,Conference Hall,q7K-26dh,Boraginaceae,6,Marker,http://dummyimage.com/151x100.png/5fa2dd/ffffff
0e-3t,Yuan Renminbi,2jh-27G4,2,Conference Hall,v6X-97KY,Polygonaceae,7,Duster,http://dummyimage.com/200x100.png/dddddd/000000
1e-7H,Sol,PtN-53lw,9,Conference Hall,92G-359K,Isoetaceae,2,Projector,http://dummyimage.com/166x100.png/ff4444/ffffff
IC-4p,Yuan Renminbi,8OY-55I9,8,Conference Hall,w5F-78Nb,Cyperaceae,6,Air Conditioner,http://dummyimage.com/152x100.png/cc0000/ffffff
xZ-7A,Yuan Renminbi,A15-57AV,10,Conference Hall,29G-14Y5,Iridaceae,1,Marker,http://dummyimage.com/181x100.png/5fa2dd/ffffff
ZG-3q,Ruble,DKd-99Gi,9,Conference Hall,p55-51ke,Rosaceae,9,Monitor,http://dummyimage.com/231x100.png/cc0000/ffffff
7D-8X,Yuan Renminbi,d1K-36Kn,5,Conference Hall,68c-59uO,Pyrenulaceae,0,Water Filter,http://dummyimage.com/138x100.png/cc0000/ffffff
3X-0a,Peso,YVs-01Fj,1,Cubicle,s5M-69S9,Asteraceae,7,Marker,http://dummyimage.com/246x100.png/cc0000/ffffff
zk-60,Krona,AKG-64Dg,10,Conference Hall,K18-82jM,Asteraceae,8,Projector,http://dummyimage.com/121x100.png/5fa2dd/ffffff
uR-2i,Koruna,2px-09iR,3,Conference Hall,A05-47FW,Asteraceae,9,Air Conditioner,http://dummyimage.com/186x100.png/ff4444/ffffff
uI-1g,Dollar,hlt-69Eg,7,Conference Hall,V4h-11u6,Cyperaceae,1,Monitor,http://dummyimage.com/118x100.png/cc0000/ffffff
TV-55,Zloty,0Bp-89o1,7,Conference Hall,B2v-36gy,Asteraceae,8,Marker,http://dummyimage.com/200x100.png/cc0000/ffffff
k9-9w,Peso,aSB-39LY,4,Conference Hall,o1o-30Hp,Asteraceae,7,Water Filter,http://dummyimage.com/150x100.png/cc0000/ffffff
bh-5r,Denar,Vs5-61Zh,7,Conference Hall,252-932D,Asteraceae,3,Air Conditioner,http://dummyimage.com/194x100.png/ff4444/ffffff
3R-5u,Bolivar,3gb-98pL,1,Cubicle,g0l-21fY,Fabaceae,1,Marker,http://dummyimage.com/174x100.png/dddddd/000000
OB-9S,Dollar,9ZX-800y,4,Conference Hall,975-160I,Poaceae,5,Projector,http://dummyimage.com/121x100.png/dddddd/000000
7b-5D,Ruble,o1i-43X1,4,Conference Hall,M8m-17og,Gentianaceae,9,Air Conditioner,http://dummyimage.com/154x100.png/dddddd/000000
DT-5G,Zloty,6Xi-51in,3,Conference Hall,P5E-33x3,Asteraceae,8,Projector,http://dummyimage.com/148x100.png/5fa2dd/ffffff
GW-39,Rupiah,y02-42kU,9,Conference Hall,F2Y-67FK,Cyperaceae,3,Monitor,http://dummyimage.com/233x100.png/cc0000/ffffff
iM-1N,Peso,miQ-15wb,6,Conference Hall,v5O-50uQ,Apiaceae,4,Water Filter,http://dummyimage.com/224x100.png/ff4444/ffffff
UT-4m,Shilling,v6F-184W,9,Conference Hall,v6u-88UY,Boraginaceae,6,Projector,http://dummyimage.com/134x100.png/cc0000/ffffff
51-8H,Yuan Renminbi,Z9J-41ng,4,Conference Hall,W2o-54vf,Boraginaceae,0,Marker,http://dummyimage.com/108x100.png/5fa2dd/ffffff
j1-7E,Rupiah,Wm4-44fn,1,Conference Hall,j6T-17lS,Acarosporaceae,4,Duster,http://dummyimage.com/219x100.png/cc0000/ffffff
mz-6O,Zloty,Vjf-118K,1,Conference Hall,I9k-34yp,Scrophulariaceae,1,Monitor,http://dummyimage.com/167x100.png/5fa2dd/ffffff
ma-9t,Yuan Renminbi,N3G-768k,4,Conference Hall,w1n-44tA,Campanulaceae,5,Marker,http://dummyimage.com/107x100.png/5fa2dd/ffffff
mL-8s,Krona,PWh-68lK,6,Conference Hall,c46-36Fn,Asteraceae,3,Duster,http://dummyimage.com/206x100.png/5fa2dd/ffffff
0s-7K,Real,KWq-11bK,6,Conference Hall,c1L-3288,Asteraceae,8,Water Filter,http://dummyimage.com/170x100.png/cc0000/ffffff
8h-2O,Yuan Renminbi,f1p-07C7,1,Conference Hall,p5Y-87Du,Scrophulariaceae,4,Marker,http://dummyimage.com/139x100.png/cc0000/ffffff
5D-91,Naira,EXo-35bC,4,Conference Hall,e21-98Ew,Asteraceae,5,Duster,http://dummyimage.com/229x100.png/ff4444/ffffff
kK-0w,Dollar,P8d-79SX,7,Conference Hall,d4y-0362,Brassicaceae,5,Monitor,http://dummyimage.com/134x100.png/cc0000/ffffff
Wp-7i,Euro,BOZ-15PS,6,Conference Hall,r5C-75yl,Scrophulariaceae,8,Duster,http://dummyimage.com/188x100.png/dddddd/000000
TG-6x,Zloty,pTy-54ak,8,Conference Hall,B4Z-16Up,Orchidaceae,2,Marker,http://dummyimage.com/131x100.png/ff4444/ffffff
5L-6R,Peso,gSB-862C,4,Conference Hall,k34-64c6,Cyperaceae,8,Water Filter,http://dummyimage.com/199x100.png/cc0000/ffffff
oJ-2r,Yuan Renminbi,Sal-92sC,3,Conference Hall,S23-66Qy,Fabaceae,2,Marker,http://dummyimage.com/111x100.png/dddddd/000000
Cc-9P,Zloty,HZ6-73d5,5,Conference Hall,31D-17lS,Physciaceae,5,Water Filter,http://dummyimage.com/162x100.png/5fa2dd/ffffff
KW-72,Ruble,Wm4-44fn,5,Conference Hall,18w-08eF,Polemoniaceae,3,Marker,http://dummyimage.com/184x100.png/ff4444/ffffff
Da-7J,Euro,3uv-52VH,8,Conference Hall,706-89CY,Asteraceae,7,Monitor,http://dummyimage.com/106x100.png/ff4444/ffffff
h3-6s,Shilling,clt-99Iq,8,Conference Hall,p4C-57Mi,Fabaceae,3,Projector,http://dummyimage.com/110x100.png/cc0000/ffffff
98-9f,Rupee,IgB-431J,3,Conference Hall,30Y-96vb,Orchidaceae,7,Duster,http://dummyimage.com/130x100.png/5fa2dd/ffffff
qe-81,Baht,x4J-15QY,9,Conference Hall,x14-03Qy,Hydrophyllaceae,6,Monitor,http://dummyimage.com/165x100.png/dddddd/000000
4W-4C,Ngultrum,thi-00JZ,3,Conference Hall,H5u-34rk,Asteraceae,0,Monitor,http://dummyimage.com/177x100.png/5fa2dd/ffffff
3M-1K,Yuan Renminbi,J1x-03YX,8,Conference Hall,X3T-33Ql,Cyperaceae,6,Marker,http://dummyimage.com/130x100.png/5fa2dd/ffffff
JL-9c,Peso,Eeq-579g,2,Cubicle,M8m-17og,Gentianaceae,3,Monitor,http://dummyimage.com/124x100.png/dddddd/000000
nq-3P,Euro,Wjv-97dL,7,Conference Hall,f3W-75Fi,Fabaceae,4,Water Filter,http://dummyimage.com/152x100.png/ff4444/ffffff
SU-82,Yuan Renminbi,o1i-43X1,6,Conference Hall,G7a-09sm,Rhamnaceae,4,Projector,http://dummyimage.com/215x100.png/ff4444/ffffff
tQ-37,Yen,kR2-38oo,10,Conference Hall,x0l-77Lq,Asteraceae,9,Water Filter,http://dummyimage.com/154x100.png/5fa2dd/ffffff
5O-3r,Ruble,m2l-48b4,2,Cubicle,b5J-87S8,Scrophulariaceae,6,Air Conditioner,http://dummyimage.com/161x100.png/dddddd/000000
dG-6D,Peso,ml4-62dj,6,Conference Hall,p3J-50LO,Asteraceae,3,Marker,http://dummyimage.com/116x100.png/ff4444/ffffff
Bc-8Z,Krona,xSo-05PH,8,Conference Hall,q7j-604j,Solanaceae,7,Water Filter,http://dummyimage.com/162x100.png/cc0000/ffffff
yZ-2L,Ruble,Ml1-51M4,1,Conference Hall,T1U-59vR,Dicksoniaceae,2,Projector,http://dummyimage.com/181x100.png/5fa2dd/ffffff
ho-5B,Cordoba,cMz-03oW,9,Conference Hall,A7y-81WR,Buddlejaceae,1,Water Filter,http://dummyimage.com/118x100.png/cc0000/ffffff
dP-9t,Peso,pFo-06IP,3,Conference Hall,F1o-36sk,Polygonaceae,1,Marker,http://dummyimage.com/187x100.png/dddddd/000000
1v-0I,Euro,5F1-29W7,8,Conference Hall,o3L-512e,Myrsinaceae,6,Monitor,http://dummyimage.com/107x100.png/ff4444/ffffff
ls-5T,Dollar,BOZ-15PS,7,Conference Hall,W0y-373Y,Liliaceae,7,Duster,http://dummyimage.com/194x100.png/5fa2dd/ffffff
o5-6g,Peso,vlq-541f,8,Conference Hall,l4X-99U8,Linaceae,0,Water Filter,http://dummyimage.com/152x100.png/cc0000/ffffff
Wp-7I,Yuan Renminbi,GQD-98BF,2,Conference Hall,E1v-39Kw,Primulaceae,7,Air Conditioner,http://dummyimage.com/170x100.png/ff4444/ffffff
6Q-8X,Yuan Renminbi,9Qn-45YW,5,Conference Hall,V42-85PE,Caryophyllaceae,3,Duster,http://dummyimage.com/147x100.png/cc0000/ffffff
H0-6u,Yuan Renminbi,sre-78j7,6,Conference Hall,p55-51ke,Rosaceae,3,Duster,http://dummyimage.com/208x100.png/5fa2dd/ffffff
NI-0z,Colon,8Dq-08ek,4,Conference Hall,v2j-25bC,Asteraceae,8,Duster,http://dummyimage.com/130x100.png/5fa2dd/ffffff
yn-9H,Franc,rqU-39jy,1,Cubicle,i9V-60rN,Mycocaliciaceae,9,Air Conditioner,http://dummyimage.com/203x100.png/dddddd/000000
CY-6H,Euro,prr-62Fg,3,Conference Hall,W69-30LH,Cactaceae,3,Duster,http://dummyimage.com/214x100.png/ff4444/ffffff
SH-4r,Yuan Renminbi,gI9-42Jj,5,Conference Hall,q35-37h9,Polygonaceae,9,Air Conditioner,http://dummyimage.com/158x100.png/5fa2dd/ffffff
Ms-0C,Real,BMg-94Mr,7,Conference Hall,s6H-22dY,Hypnaceae,5,Duster,http://dummyimage.com/179x100.png/dddddd/000000
VJ-8J,Dollar,QT8-70YI,10,Conference Hall,G5H-53pJ,Loganiaceae,9,Marker,http://dummyimage.com/167x100.png/dddddd/000000
jt-68,Yuan Renminbi,Fhi-48EW,7,Conference Hall,H3v-91iq,Poaceae,7,Projector,http://dummyimage.com/190x100.png/cc0000/ffffff
3Z-7v,Zloty,rFV-25NS,5,Conference Hall,15e-72LF,Brassicaceae,6,Air Conditioner,http://dummyimage.com/142x100.png/cc0000/ffffff
EY-3e,Peso,gIL-88Px,3,Conference Hall,M9f-34ue,Apocynaceae,2,Duster,http://dummyimage.com/244x100.png/dddddd/000000
MM-0U,Rupiah,6Fd-60rj,3,Conference Hall,I9k-34yp,Scrophulariaceae,4,Monitor,http://dummyimage.com/182x100.png/dddddd/000000
wg-0Y,Yuan Renminbi,YfU-748N,2,Cubicle,z6T-97Ut,Rosaceae,7,Monitor,http://dummyimage.com/106x100.png/5fa2dd/ffffff
KI-9T,Manat,QCm-54jE,5,Conference Hall,21b-10cH,Poaceae,3,Duster,http://dummyimage.com/114x100.png/5fa2dd/ffffff
Pw-4S,Yuan Renminbi,OiH-80lA,2,Conference Hall,q1d-8855,Poaceae,5,Duster,http://dummyimage.com/213x100.png/dddddd/000000
Ay-0l,Rupiah,NlT-14Lw,5,Conference Hall,l8X-05ig,Boraginaceae,2,Duster,http://dummyimage.com/216x100.png/5fa2dd/ffffff
aq-39,Real,PN0-858J,3,Conference Hall,E3n-70ET,Lamiaceae,4,Water Filter,http://dummyimage.com/113x100.png/dddddd/000000
Nn-7J,Yuan Renminbi,H4D-30jm,6,Conference Hall,q6C-73N4,Ramalinaceae,2,Projector,http://dummyimage.com/123x100.png/5fa2dd/ffffff
F9-34,Real,xHx-00oX,10,Conference Hall,C8x-07vW,Moraceae,3,Marker,http://dummyimage.com/156x100.png/ff4444/ffffff
db-2T,Dollar,wl4-70bn,10,Conference Hall,d03-19tS,Caryophyllaceae,6,Water Filter,http://dummyimage.com/111x100.png/dddddd/000000
JJ-32,Euro,6Js-14KT,6,Conference Hall,I6T-87AR,Verrucariaceae,0,Projector,http://dummyimage.com/189x100.png/cc0000/ffffff
Dx-91,Manat,BzI-28C6,10,Conference Hall,F6s-10Hb,Bombacaceae,7,Water Filter,http://dummyimage.com/148x100.png/dddddd/000000
jn-7B,Dollar,FJf-35pZ,10,Conference Hall,H80-28Rn,Fabaceae,6,Marker,http://dummyimage.com/131x100.png/5fa2dd/ffffff
0y-3W,Dong,8Su-31oR,6,Conference Hall,u45-84ZW,Asclepiadaceae,7,Monitor,http://dummyimage.com/201x100.png/ff4444/ffffff
Ad-7u,Koruna,kux-24og,8,Conference Hall,z5h-60Gs,Rosaceae,0,Air Conditioner,http://dummyimage.com/211x100.png/dddddd/000000
RB-4R,Rupiah,fod-12cT,2,Conference Hall,w4J-60Yl,Empetraceae,0,Projector,http://dummyimage.com/241x100.png/dddddd/000000
Ah-70,Euro,MaR-00nm,8,Conference Hall,i2d-09UB,Euphorbiaceae,0,Duster,http://dummyimage.com/161x100.png/dddddd/000000
dz-6Z,Rupiah,4Q7-25oI,8,Conference Hall,C7a-95y3,Leskeaceae,6,Duster,http://dummyimage.com/109x100.png/5fa2dd/ffffff
nU-3T,Yuan Renminbi,Qew-54k3,6,Conference Hall,s7g-18Yl,Rosaceae,9,Marker,http://dummyimage.com/178x100.png/cc0000/ffffff
5a-0K,Peso,993-17je,4,Conference Hall,U4h-93kA,Cladoniaceae,8,Duster,http://dummyimage.com/173x100.png/5fa2dd/ffffff
de-9x,Peso,oHG-66X2,3,Conference Hall,f06-08Ir,Linaceae,2,Water Filter,http://dummyimage.com/143x100.png/5fa2dd/ffffff
FI-8h,Rupiah,4tG-51qX,3,Conference Hall,m29-95P7,Asteraceae,2,Air Conditioner,http://dummyimage.com/160x100.png/ff4444/ffffff
OE-6e,Yuan Renminbi,bfp-58yk,1,Cubicle,k2H-58PK,Orchidaceae,1,Water Filter,http://dummyimage.com/200x100.png/cc0000/ffffff
Zs-0x,Rupiah,gFg-73ZF,1,Conference Hall,M8n-93pl,Asteraceae,6,Monitor,http://dummyimage.com/218x100.png/5fa2dd/ffffff
6a-7r,Yuan Renminbi,NYx-78pH,3,Conference Hall,I3p-87sk,Malvaceae,2,Projector,http://dummyimage.com/134x100.png/cc0000/ffffff
yu-73,Ruble,d1K-36Kn,1,Cubicle,D6K-877H,Poaceae,4,Monitor,http://dummyimage.com/159x100.png/5fa2dd/ffffff
7U-87,Ruble,ruP-87Ff,5,Conference Hall,r5Y-06DK,Polemoniaceae,8,Air Conditioner,http://dummyimage.com/223x100.png/5fa2dd/ffffff
CX-1t,Euro,otx-92Xx,6,Conference Hall,104-93xr,Rosaceae,3,Marker,http://dummyimage.com/233x100.png/5fa2dd/ffffff
YU-4z,Lev,pZX-99K6,9,Conference Hall,73T-93gN,Lamiaceae,4,Water Filter,http://dummyimage.com/164x100.png/cc0000/ffffff
fl-4R,Dollar,Wu5-03k2,6,Conference Hall,i8H-38IB,Fabaceae,7,Monitor,http://dummyimage.com/100x100.png/cc0000/ffffff
Vz-50,Euro,LcZ-61Sm,3,Conference Hall,92G-359K,Isoetaceae,1,Projector,http://dummyimage.com/226x100.png/dddddd/000000
h8-4l,Euro,ILv-18Z2,4,Conference Hall,l6V-78kg,Bryaceae,4,Water Filter,http://dummyimage.com/246x100.png/ff4444/ffffff
zo-7R,Dollar,E5V-47m5,8,Conference Hall,s9x-58b8,Urticaceae,2,Duster,http://dummyimage.com/108x100.png/5fa2dd/ffffff
TJ-4o,Peso,b6R-67xw,10,Conference Hall,S0k-57TO,Asclepiadaceae,1,Duster,http://dummyimage.com/248x100.png/ff4444/ffffff
eJ-3m,Yuan Renminbi,B1m-6337,5,Conference Hall,P3W-32mB,Cactaceae,4,Duster,http://dummyimage.com/178x100.png/5fa2dd/ffffff
nd-4c,Dinar,VDQ-51e7,7,Conference Hall,19V-17rl,Fabaceae,3,Monitor,http://dummyimage.com/158x100.png/cc0000/ffffff
nh-8I,Peso,y3n-659P,9,Conference Hall,U6Y-16GX,Asteraceae,0,Monitor,http://dummyimage.com/103x100.png/dddddd/000000
q7-0Q,Peso,Mc1-91HX,9,Conference Hall,C61-749c,Phlyctidaceae,3,Water Filter,http://dummyimage.com/140x100.png/5fa2dd/ffffff
eY-2g,Dinar,oiU-52FW,2,Cubicle,q7K-26dh,Boraginaceae,7,Monitor,http://dummyimage.com/108x100.png/cc0000/ffffff
1g-3g,Shilling,fci-23kk,9,Conference Hall,h8e-42eM,Malvaceae,7,Monitor,http://dummyimage.com/193x100.png/5fa2dd/ffffff
tf-9h,Sol,YOJ-81W3,3,Conference Hall,o79-02Yz,Diapensiaceae,1,Marker,http://dummyimage.com/250x100.png/ff4444/ffffff
rm-32,Yuan Renminbi,Fby-93zx,7,Conference Hall,Z3M-4004,Physciaceae,5,Monitor,http://dummyimage.com/120x100.png/5fa2dd/ffffff
TV-6l,Yuan Renminbi,uk2-55Fe,9,Conference Hall,n1V-76Ie,Rosaceae,8,Projector,http://dummyimage.com/121x100.png/dddddd/000000
vi-2k,Euro,NsN-919n,6,Conference Hall,H60-25mJ,Onagraceae,3,Monitor,http://dummyimage.com/236x100.png/cc0000/ffffff
cX-5c,Rupiah,fmG-21q0,2,Cubicle,k70-64UK,Asteraceae,4,Duster,http://dummyimage.com/212x100.png/cc0000/ffffff
bh-0D,Peso,UEU-311r,2,Conference Hall,W9V-92H5,Solanaceae,5,Water Filter,http://dummyimage.com/213x100.png/ff4444/ffffff
D2-21,Zloty,YNX-25uZ,8,Conference Hall,K6Q-6295,Aspleniaceae,9,Projector,http://dummyimage.com/233x100.png/dddddd/000000
0p-6r,Yuan Renminbi,bZx-299L,2,Cubicle,h8k-20jt,Lamiaceae,8,Projector,http://dummyimage.com/129x100.png/5fa2dd/ffffff
of-9w,Rupiah,6uu-96oU,8,Conference Hall,N5U-2294,Asteraceae,5,Monitor,http://dummyimage.com/184x100.png/ff4444/ffffff
vk-1e,Euro,QSF-064R,4,Conference Hall,l0k-565E,Collemataceae,7,Air Conditioner,http://dummyimage.com/183x100.png/5fa2dd/ffffff
Gd-25,Yuan Renminbi,LkZ-00sf,6,Conference Hall,p2U-50AQ,Apiaceae,3,Marker,http://dummyimage.com/181x100.png/cc0000/ffffff
aD-3C,Rupiah,ioS-24H3,2,Conference Hall,M0e-08ML,Garryaceae,9,Marker,http://dummyimage.com/230x100.png/cc0000/ffffff
0d-65,Dinar,aHn-90u3,1,Cubicle,Z64-06w0,Caprifoliaceae,7,Water Filter,http://dummyimage.com/190x100.png/dddddd/000000
lu-38,Real,CTn-701o,2,Cubicle,F2D-245j,Liliaceae,7,Projector,http://dummyimage.com/144x100.png/cc0000/ffffff
sw-2f,Peso,1Nn-77X7,6,Conference Hall,n1N-18EO,Poaceae,2,Air Conditioner,http://dummyimage.com/177x100.png/ff4444/ffffff
St-9O,Yuan Renminbi,le6-22qC,1,Conference Hall,21w-01kr,Fabaceae,3,Duster,http://dummyimage.com/225x100.png/dddddd/000000
ZW-4I,Yuan Renminbi,ZX1-30Vz,10,Conference Hall,p8w-20fj,Rhizocarpaceae,2,Water Filter,http://dummyimage.com/209x100.png/cc0000/ffffff
pD-9d,Ruble,nHr-07eU,4,Conference Hall,H4H-54O3,Pinaceae,9,Projector,http://dummyimage.com/213x100.png/ff4444/ffffff
JV-9O,Euro,hqT-53QL,10,Conference Hall,q7T-39sr,Ophioglossaceae,3,Monitor,http://dummyimage.com/204x100.png/cc0000/ffffff
OS-4c,Bolivar,BSy-07L6,5,Conference Hall,d8b-077A,Lichinaceae,7,Marker,http://dummyimage.com/223x100.png/dddddd/000000
2E-6O,Yuan Renminbi,3q1-93um,1,Conference Hall,M3f-20Su,Euphorbiaceae,7,Monitor,http://dummyimage.com/192x100.png/5fa2dd/ffffff
dS-9A,Marka,fyf-23E2,5,Conference Hall,O7N-70M1,Callicostaceae,4,Projector,http://dummyimage.com/224x100.png/5fa2dd/ffffff
gq-6n,Euro,Lqw-07zK,6,Conference Hall,Q2n-67Qf,Euphorbiaceae,0,Duster,http://dummyimage.com/118x100.png/dddddd/000000
gL-5T,Yuan Renminbi,aSB-39LY,7,Conference Hall,o3x-67Xs,Boraginaceae,8,Marker,http://dummyimage.com/160x100.png/dddddd/000000
YV-5E,Yuan Renminbi,G5v-69OI,2,Conference Hall,96k-03Uq,Poaceae,5,Marker,http://dummyimage.com/211x100.png/dddddd/000000
Zh-5P,Yuan Renminbi,M6J-989h,6,Conference Hall,A43-70k0,Asteraceae,3,Marker,http://dummyimage.com/112x100.png/ff4444/ffffff
mL-2s,Krona,IOs-801e,8,Conference Hall,z36-39OU,Iridaceae,5,Monitor,http://dummyimage.com/180x100.png/cc0000/ffffff
v6-0B,Rand,tMU-54p0,5,Conference Hall,w3A-85XF,Polemoniaceae,2,Duster,http://dummyimage.com/232x100.png/cc0000/ffffff
8r-3h,Colon,MqQ-22zC,6,Conference Hall,c6m-22gU,Cyperaceae,9,Air Conditioner,http://dummyimage.com/166x100.png/ff4444/ffffff
0K-90,Ruble,dAN-21II,1,Conference Hall,T0N-33Xc,Scrophulariaceae,3,Water Filter,http://dummyimage.com/240x100.png/dddddd/000000
G6-3a,Rand,lm4-08yc,10,Conference Hall,i6s-29D1,Asteraceae,3,Duster,http://dummyimage.com/171x100.png/cc0000/ffffff
FX-6O,Dollar,J1i-59JA,3,Conference Hall,32l-74iK,Asteraceae,4,Projector,http://dummyimage.com/151x100.png/dddddd/000000
za-8E,Yuan Renminbi,pBf-987O,5,Conference Hall,M7Q-47Pd,Asteraceae,1,Water Filter,http://dummyimage.com/100x100.png/dddddd/000000
8d-3v,Yuan Renminbi,5H3-30F4,10,Conference Hall,H2y-17TG,Aizoaceae,2,Duster,http://dummyimage.com/194x100.png/dddddd/000000
oF-6b,Yuan Renminbi,N0D-46If,1,Cubicle,B4N-07ee,Campanulaceae,1,Monitor,http://dummyimage.com/156x100.png/dddddd/000000
Xj-7D,Ruble,FYF-91Xa,8,Conference Hall,Y8b-11nq,Fabaceae,1,Water Filter,http://dummyimage.com/237x100.png/cc0000/ffffff
bC-54,Pound,Sql-23A9,10,Conference Hall,y9L-993X,Cyperaceae,5,Monitor,http://dummyimage.com/201x100.png/ff4444/ffffff
bu-67,Krona,bhK-95fB,8,Conference Hall,g4l-36MJ,Polemoniaceae,5,Monitor,http://dummyimage.com/165x100.png/dddddd/000000
V7-1s,Rupiah,qoP-81Oo,1,Cubicle,A1f-45bn,Fabaceae,2,Air Conditioner,http://dummyimage.com/135x100.png/cc0000/ffffff
y5-44,Ringgit,JaI-03EG,7,Conference Hall,22n-58Zt,Poaceae,8,Marker,http://dummyimage.com/205x100.png/cc0000/ffffff
t3-6x,Euro,TVg-602D,1,Cubicle,K70-38hA,Salicaceae,5,Monitor,http://dummyimage.com/149x100.png/dddddd/000000
2g-5Y,Rupiah,bf7-19bP,8,Conference Hall,70r-11vQ,Passifloraceae,5,Monitor,http://dummyimage.com/230x100.png/dddddd/000000
2F-1y,Hryvnia,fCV-52xx,8,Conference Hall,o4K-68YF,Fabaceae,3,Marker,http://dummyimage.com/183x100.png/cc0000/ffffff
Vb-2Z,Peso,SH9-52vs,6,Conference Hall,w1X-08WH,Violaceae,4,Projector,http://dummyimage.com/184x100.png/dddddd/000000
mX-04,Peso,gOS-41Z6,1,Cubicle,J5J-50Ud,Apiaceae,3,Water Filter,http://dummyimage.com/183x100.png/cc0000/ffffff
Fm-7V,Yuan Renminbi,wWO-63mU,8,Conference Hall,X1a-34AR,Malvaceae,8,Water Filter,http://dummyimage.com/188x100.png/ff4444/ffffff
Xu-7n,Yuan Renminbi,2A4-69tP,5,Conference Hall,V7H-58HI,Pottiaceae,1,Duster,http://dummyimage.com/108x100.png/ff4444/ffffff
Sp-4T,Peso,fbx-33Ic,3,Conference Hall,q7i-16AW,Polypodiaceae,4,Marker,http://dummyimage.com/144x100.png/ff4444/ffffff
WY-3F,Euro,gpa-81cg,9,Conference Hall,y8k-090s,Cladoniaceae,1,Monitor,http://dummyimage.com/216x100.png/cc0000/ffffff
UL-9w,Euro,BdW-44MK,5,Conference Hall,Y5R-59iG,Rhamnaceae,9,Projector,http://dummyimage.com/226x100.png/dddddd/000000
oW-86,Euro,PXd-79HK,7,Conference Hall,W4N-59WP,Rosaceae,6,Water Filter,http://dummyimage.com/200x100.png/dddddd/000000
6e-8v,Rupiah,maw-94h3,8,Conference Hall,r2v-39s7,Euphorbiaceae,3,Air Conditioner,http://dummyimage.com/123x100.png/cc0000/ffffff
PB-1z,Yuan Renminbi,GP8-99L7,7,Conference Hall,s7g-18Yl,Rosaceae,0,Monitor,http://dummyimage.com/139x100.png/ff4444/ffffff
9P-06,Peso,IXi-39KH,2,Conference Hall,12a-04Qg,Asteraceae,9,Air Conditioner,http://dummyimage.com/211x100.png/dddddd/000000
4l-80,Yuan Renminbi,OiH-80lA,3,Conference Hall,e7o-71ZR,Poaceae,0,Water Filter,http://dummyimage.com/132x100.png/dddddd/000000
1J-17,Ruble,egR-94iU,9,Conference Hall,o3S-54BL,Hydrophyllaceae,8,Air Conditioner,http://dummyimage.com/131x100.png/ff4444/ffffff
ix-1X,Dollar,WSk-08zE,9,Conference Hall,A7A-23AD,Rosaceae,3,Projector,http://dummyimage.com/159x100.png/ff4444/ffffff
5k-8F,Rupiah,3RD-69xn,10,Conference Hall,Q96-13jV,Caryophyllaceae,8,Marker,http://dummyimage.com/230x100.png/ff4444/ffffff
D1-70,Dollar,6Xi-51in,5,Conference Hall,O3P-927a,Verrucariaceae,2,Marker,http://dummyimage.com/191x100.png/cc0000/ffffff
pK-26,Euro,2oT-27nO,9,Conference Hall,f6B-69Pr,Ephedraceae,0,Marker,http://dummyimage.com/143x100.png/5fa2dd/ffffff
Gw-4M,Ruble,SnN-66od,5,Conference Hall,j8m-12pS,Adoxaceae,1,Monitor,http://dummyimage.com/222x100.png/cc0000/ffffff
sb-5j,Yuan Renminbi,Flf-08Sm,1,Conference Hall,R7d-584e,Asteraceae,7,Monitor,http://dummyimage.com/198x100.png/cc0000/ffffff
BF-67,Rupiah,m2l-48b4,9,Conference Hall,I9k-34yp,Scrophulariaceae,7,Marker,http://dummyimage.com/159x100.png/dddddd/000000
Dk-8u,Lek,lzd-07Vw,6,Conference Hall,21w-01kr,Fabaceae,2,Water Filter,http://dummyimage.com/239x100.png/dddddd/000000
Eq-7x,Krona,Cxq-85Pr,3,Conference Hall,D3B-46Is,Asteraceae,8,Marker,http://dummyimage.com/167x100.png/dddddd/000000
Ku-3C,Euro,P8d-79SX,10,Conference Hall,u5y-19O3,Asteraceae,6,Projector,http://dummyimage.com/146x100.png/dddddd/000000
dt-8G,Dollar,kux-24og,9,Conference Hall,x9x-52G0,Liliaceae,1,Marker,http://dummyimage.com/236x100.png/5fa2dd/ffffff
6K-4w,Quetzal,R8m-34io,1,Conference Hall,c8x-70yR,Asteraceae,2,Marker,http://dummyimage.com/153x100.png/cc0000/ffffff
Oh-4k,Euro,jDr-36d2,9,Conference Hall,s6E-58SJ,Fabaceae,0,Marker,http://dummyimage.com/106x100.png/ff4444/ffffff
25-3w,Zloty,nqi-57P2,7,Conference Hall,p7h-02SX,Poaceae,7,Monitor,http://dummyimage.com/102x100.png/5fa2dd/ffffff
oH-8N,Franc,X7P-91v9,9,Conference Hall,E4o-84Zh,Rhamnaceae,2,Projector,http://dummyimage.com/229x100.png/dddddd/000000
Mv-21,Krona,vlq-541f,8,Conference Hall,11E-814i,Cupressaceae,0,Duster,http://dummyimage.com/236x100.png/ff4444/ffffff
